cpu_percent,memory_percent,restart_count,response_time_ms,error_rate_percent,pod_phase,pod_phase_encoded,container_ready,oom_killed,network_errors,disk_pressure,pod_state_label
74.58,74.91,1,1256.1,4.32,Running,0,1,0,5,0,Warning
32.26,35.18,0,221.97,1.15,Running,0,1,0,1,0,Normal
36.65,29.47,0,380.15,0.25,Running,0,1,0,3,0,Normal
65.74,68.92,2,968.68,3.97,Running,0,1,0,12,0,Warning
11.69,22.72,1,133.95,0.46,Running,0,1,0,3,0,Normal
3.37,90.83,5,0.0,29.64,CrashLoopBackOff,3,0,1,73,1,Failed
81.7,89.58,2,2057.38,7.36,Pending,1,0,1,36,0,SLA_Violation
7.93,93.35,3,0.0,22.59,CrashLoopBackOff,3,0,0,87,1,Failed
72.06,72.4,3,1450.7,3.71,Running,0,1,0,15,0,Warning
20.07,24.84,0,188.92,0.0,Running,0,1,0,3,0,Normal
91.35,91.43,4,5513.61,25.35,Failed,2,0,0,96,1,Failed
10.31,41.55,0,364.86,0.0,Running,0,1,0,2,0,Normal
87.52,83.72,3,2548.84,5.0,Pending,1,0,0,17,0,SLA_Violation
12.07,31.17,0,290.1,0.3,Running,0,1,0,2,0,Normal
18.16,31.0,0,321.54,0.48,Running,0,1,0,3,0,Normal
31.83,28.3,0,393.74,0.0,Running,0,1,0,2,0,Normal
75.9,84.46,2,1644.27,3.3,Pending,1,1,0,6,0,Warning
24.72,45.36,0,186.16,0.01,Running,0,1,0,2,0,Normal
11.19,96.52,5,4031.95,21.9,Failed,2,0,1,39,0,Failed
23.86,27.9,0,378.31,0.0,Running,0,1,0,1,0,Normal
46.09,43.28,0,387.27,0.27,Running,0,1,0,3,0,Normal
70.8,65.0,1,1342.6,3.99,Running,0,1,0,10,0,Warning
82.37,66.14,2,1390.35,3.35,Pending,1,1,0,14,0,Warning
16.04,40.91,0,242.08,0.4,Running,0,1,0,2,0,Normal
25.48,27.11,0,299.44,0.39,Running,0,1,0,3,0,Normal
93.88,96.28,6,0.0,26.4,Unknown,4,0,1,100,0,Failed
39.96,21.1,0,312.62,0.0,Running,0,1,0,1,0,Normal
15.23,27.61,0,395.35,0.98,Running,0,1,0,1,0,Normal
32.43,19.67,0,284.3,0.65,Running,0,1,0,3,0,Normal
0.0,91.44,5,4935.92,30.36,CrashLoopBackOff,3,0,1,38,0,Failed
8.04,33.38,0,311.44,0.92,Running,0,1,0,0,0,Normal
77.54,79.66,1,1260.02,1.59,Running,0,1,0,15,0,Warning
68.86,83.01,1,1918.04,4.21,Running,0,1,0,14,0,Warning
34.29,38.8,0,255.51,0.43,Running,0,1,0,3,0,Normal
46.69,25.57,1,429.18,0.34,Running,0,1,0,0,0,Normal
43.25,20.93,0,346.87,0.13,Running,0,1,0,2,0,Normal
15.85,37.19,0,380.76,0.08,Running,0,1,0,0,0,Normal
78.0,87.54,2,2456.28,8.1,Running,0,0,1,29,0,SLA_Violation
39.5,34.41,0,448.44,0.61,Running,0,1,0,1,0,Normal
69.23,65.0,1,1421.2,3.16,Running,0,1,0,6,1,Warning
7.31,90.28,6,5172.25,31.72,CrashLoopBackOff,3,0,0,77,1,Failed
45.28,43.88,0,360.87,0.53,Running,0,1,0,1,0,Normal
33.88,47.5,0,193.38,0.33,Running,0,1,0,2,0,Normal
65.82,78.03,2,1869.07,2.9,Pending,1,1,0,9,0,Warning
60.0,71.7,1,1774.04,4.04,Running,0,1,0,12,0,Warning
34.28,32.2,1,197.68,0.76,Running,0,1,0,0,0,Normal
21.66,56.84,0,345.64,0.21,Running,0,1,0,2,0,Normal
81.33,87.54,2,2380.25,9.23,Pending,1,0,0,22,0,SLA_Violation
86.12,84.34,5,3445.22,7.1,Running,0,0,0,16,0,SLA_Violation
37.69,28.92,1,329.05,0.66,Running,0,1,0,0,0,Normal
11.1,55.15,1,403.25,0.3,Running,0,1,0,2,0,Normal
18.98,38.48,0,306.94,0.68,Running,0,1,0,1,0,Normal
31.92,40.06,0,415.78,0.78,Running,0,1,0,2,0,Normal
63.6,85.9,1,1992.18,6.0,Pending,1,1,0,13,0,Warning
18.77,37.43,2,133.43,0.78,Running,0,1,0,0,0,Normal
14.62,91.9,4,3310.82,20.29,CrashLoopBackOff,3,0,0,68,1,Failed
60.0,81.01,3,880.48,3.53,Running,0,1,0,9,1,Warning
90.0,100.0,5,5360.65,16.37,Failed,2,0,1,45,1,Failed
29.69,35.18,0,337.81,0.0,Running,0,1,0,1,0,Normal
35.93,7.96,1,249.61,0.26,Running,0,1,0,1,0,Normal
77.07,75.18,2,1078.33,2.52,Running,0,1,0,14,0,Warning
31.99,34.21,1,253.67,0.26,Running,0,1,0,0,0,Normal
89.18,85.41,5,2455.95,11.34,Running,0,1,0,39,1,SLA_Violation
60.61,65.0,2,1735.08,2.82,Running,0,1,0,3,0,Warning
69.45,68.75,1,1422.06,5.1,Running,0,1,0,13,0,Warning
38.02,43.62,0,186.7,0.0,Running,0,1,0,1,0,Normal
60.0,68.52,2,1787.01,4.02,Running,0,1,0,10,0,Warning
27.78,34.78,0,244.89,0.6,Running,0,1,0,3,0,Normal
89.6,80.0,2,2649.82,8.86,Running,0,1,1,16,1,SLA_Violation
25.85,42.01,1,525.17,0.45,Running,0,1,0,3,0,Normal
87.36,84.31,3,2590.63,7.92,Running,0,1,0,22,1,SLA_Violation
73.56,66.84,2,1561.91,4.96,Running,0,1,1,12,0,Warning
75.59,82.7,3,1428.9,4.25,Running,0,1,0,3,1,Warning
32.79,25.49,0,325.48,0.0,Running,0,1,0,0,0,Normal
66.94,76.51,2,1589.17,2.31,Running,0,1,0,9,1,Warning
91.32,90.86,3,2147.64,5.0,Running,0,1,1,32,0,SLA_Violation
28.55,30.54,0,309.05,0.32,Running,0,1,0,3,0,Normal
9.93,31.12,0,275.55,0.82,Running,0,1,0,1,0,Normal
80.81,96.39,5,2000.0,9.62,Pending,1,1,0,24,0,SLA_Violation
27.76,43.6,1,306.38,1.07,Running,0,1,0,1,0,Normal
93.84,100.0,4,0.0,27.22,Unknown,4,0,0,35,0,Failed
92.41,82.84,4,2797.75,5.82,Running,0,0,1,26,1,SLA_Violation
28.68,35.72,0,179.98,0.11,Running,0,1,0,0,0,Normal
93.11,92.43,5,2468.68,7.49,Running,0,0,0,37,0,SLA_Violation
83.23,94.78,2,2399.82,7.46,Running,0,0,1,19,1,SLA_Violation
41.46,27.23,0,424.7,0.0,Running,0,1,0,1,0,Normal
46.3,31.27,0,280.58,0.0,Running,0,1,0,0,0,Normal
25.45,24.6,1,251.39,0.43,Running,0,1,0,0,0,Normal
79.66,76.66,1,1592.3,2.4,Running,0,1,0,10,0,Warning
64.95,89.39,1,1279.44,5.16,Running,0,1,0,6,0,Warning
27.57,35.02,0,385.63,1.14,Running,0,1,0,0,0,Normal
28.89,31.12,0,295.53,0.67,Running,0,1,0,2,0,Normal
38.91,35.04,0,349.51,1.32,Running,0,1,0,0,0,Normal
33.81,38.12,0,178.49,0.0,Running,0,1,0,2,0,Normal
75.11,74.24,2,1345.57,3.74,Running,0,1,0,10,0,Warning
29.4,46.28,0,306.89,0.13,Running,0,1,0,2,0,Normal
39.9,32.83,1,342.12,0.26,Running,0,1,0,0,0,Normal
81.1,88.42,4,2506.41,7.96,Running,0,1,0,37,0,SLA_Violation
69.85,65.0,2,1370.17,4.29,Running,0,1,0,14,1,Warning
69.62,73.03,1,1795.91,2.79,Running,0,1,0,14,0,Warning
60.0,73.71,1,1354.75,2.53,Running,0,0,0,5,0,Warning
28.25,39.92,0,299.26,0.65,Running,0,1,0,3,0,Normal
48.13,31.57,0,322.27,0.25,Running,0,1,0,1,0,Normal
79.92,85.08,5,2260.62,7.72,Running,0,1,1,13,1,SLA_Violation
53.49,27.84,0,266.67,0.47,Running,0,1,0,3,0,Normal
33.96,37.64,0,402.73,0.0,Running,0,1,0,1,0,Normal
6.13,30.04,0,387.78,0.0,Running,0,1,0,2,0,Normal
2.0,40.71,0,319.49,0.0,Running,0,1,0,2,0,Normal
64.12,67.24,1,1533.16,2.87,Running,0,1,0,14,0,Warning
0.0,91.57,4,0.0,22.44,Pending,1,0,1,80,1,Failed
67.7,81.38,1,942.2,3.55,Running,0,0,0,8,0,Warning
88.35,97.28,5,2259.12,7.65,Running,0,0,0,31,0,SLA_Violation
60.0,65.0,1,1753.43,3.49,Running,0,1,0,8,0,Warning
41.79,21.27,0,341.59,1.43,Running,0,1,0,2,0,Normal
6.38,95.03,6,3429.12,38.56,CrashLoopBackOff,3,0,1,59,1,Failed
23.89,40.04,0,174.96,0.0,Running,0,1,0,3,0,Normal
44.35,31.53,1,416.26,0.46,Running,0,1,0,2,0,Normal
11.58,43.92,1,252.81,0.85,Running,0,1,0,1,0,Normal
72.2,65.0,1,1549.29,5.7,Running,0,1,0,4,0,Warning
34.93,34.42,0,386.03,0.61,Running,0,1,0,1,0,Normal
32.1,24.08,1,318.71,1.02,Running,0,1,0,2,0,Normal
79.98,95.12,2,2454.15,5.22,Pending,1,0,1,31,1,SLA_Violation
39.98,32.13,0,360.76,0.35,Running,0,1,0,3,0,Normal
84.64,90.47,3,2645.45,5.0,Running,0,0,1,29,1,SLA_Violation
18.79,44.29,1,289.43,0.24,Running,0,1,0,0,0,Normal
61.13,66.36,2,893.46,3.4,Running,0,1,0,6,0,Warning
24.02,25.33,0,294.55,0.68,Running,0,1,0,2,0,Normal
97.56,80.44,4,3079.69,8.95,Running,0,1,0,40,1,SLA_Violation
65.77,76.63,1,1362.71,3.69,Running,0,1,0,14,0,Warning
84.07,79.84,1,1652.58,3.07,Running,0,0,0,3,0,Warning
15.16,32.92,0,396.53,0.0,Running,0,1,0,0,0,Normal
19.45,36.26,0,221.23,0.1,Running,0,1,0,3,0,Normal
25.76,21.34,0,222.07,0.85,Running,0,1,0,3,0,Normal
61.54,65.0,1,1310.99,4.23,Running,0,1,0,11,0,Warning
2.68,95.18,5,3254.29,29.95,Unknown,4,0,1,32,1,Failed
75.07,71.73,2,1801.78,2.37,Running,0,1,0,12,0,Warning
41.28,36.54,0,273.08,0.49,Running,0,1,0,2,0,Normal
84.36,94.1,5,2000.0,5.47,Running,0,1,0,21,0,SLA_Violation
91.22,85.02,3,2950.27,10.4,Running,0,0,0,22,1,SLA_Violation
82.59,91.41,3,2000.0,8.51,Pending,1,0,0,22,0,SLA_Violation
31.99,39.73,0,248.35,0.0,Running,0,1,0,1,0,Normal
96.51,93.73,4,0.0,26.92,CrashLoopBackOff,3,0,1,75,1,Failed
49.48,45.25,0,247.69,0.51,Running,0,1,0,1,0,Normal
71.62,65.0,1,1217.88,2.94,Pending,1,1,0,12,0,Warning
9.64,35.47,0,280.07,0.0,Running,0,1,0,3,0,Normal
34.04,42.16,1,318.16,0.34,Running,0,1,0,0,0,Normal
76.73,80.44,2,1592.22,2.68,Running,0,0,0,13,0,Warning
32.77,46.95,0,252.27,1.55,Running,0,1,0,0,0,Normal
81.85,88.16,4,2163.76,7.45,Running,0,1,1,24,0,SLA_Violation
60.0,70.63,1,1172.36,3.64,Running,0,0,0,9,0,Warning
8.23,88.0,5,0.0,27.95,CrashLoopBackOff,3,0,1,57,0,Failed
5.79,95.7,3,4333.15,26.98,Pending,1,0,0,56,1,Failed
23.93,30.96,0,245.1,0.0,Running,0,1,0,3,0,Normal
73.17,79.68,2,1654.47,4.32,Running,0,1,0,5,0,Warning
33.24,29.67,0,367.17,0.0,Running,0,1,0,2,0,Normal
79.6,83.18,2,3040.03,8.89,Unknown,4,0,0,12,1,SLA_Violation
34.87,45.72,1,229.66,0.67,Running,0,1,0,3,0,Normal
94.62,94.54,3,0.0,30.41,Unknown,4,0,1,97,1,Failed
79.01,69.65,1,1481.68,2.44,Running,0,0,0,6,0,Warning
60.0,76.6,2,1682.67,3.76,Running,0,1,0,9,1,Warning
60.0,72.19,1,834.5,4.87,Running,0,1,0,12,0,Warning
63.31,85.04,1,1783.76,2.6,Running,0,0,1,15,0,Warning
62.94,77.8,2,1246.7,3.6,Running,0,1,0,13,1,Warning
25.17,17.19,0,121.56,0.61,Running,0,1,0,2,0,Normal
67.51,70.58,3,1708.76,4.67,Running,0,1,0,10,0,Warning
27.27,31.59,0,340.01,0.0,Running,0,1,0,2,0,Normal
32.23,40.52,0,354.42,0.0,Running,0,1,0,2,0,Normal
80.43,83.61,3,2549.94,7.96,Running,0,1,0,11,1,SLA_Violation
44.97,30.05,0,260.19,1.07,Running,0,1,0,0,0,Normal
32.97,47.68,0,323.1,0.0,Running,0,1,0,0,0,Normal
78.0,80.24,3,2831.03,9.38,Running,0,1,1,10,1,SLA_Violation
86.79,81.74,3,1848.85,2.92,Running,0,1,0,5,0,Warning
78.06,92.25,3,2708.84,7.21,Pending,1,0,0,12,1,SLA_Violation
75.1,77.59,2,1885.15,4.79,Running,0,1,0,9,0,Warning
35.44,43.46,0,341.13,0.27,Running,0,1,0,1,0,Normal
78.05,65.0,2,1816.17,2.31,Running,0,1,0,3,0,Warning
32.86,26.55,0,344.27,0.48,Running,0,1,0,1,0,Normal
14.05,39.21,0,253.77,0.94,Running,0,1,0,3,0,Normal
30.01,38.95,0,223.39,0.21,Running,0,1,0,3,0,Normal
25.41,43.57,1,434.19,0.1,Running,0,1,0,3,0,Normal
40.77,13.3,0,204.46,0.02,Running,0,1,0,0,0,Normal
16.47,19.16,0,333.04,0.39,Running,0,1,0,2,0,Normal
96.14,96.06,10,0.0,24.3,Failed,2,0,0,32,0,Failed
62.5,83.46,1,1323.27,2.56,Running,0,1,0,15,0,Warning
28.22,25.87,0,266.61,0.67,Running,0,1,0,1,0,Normal
33.48,26.02,0,260.98,1.04,Running,0,1,0,0,0,Normal
87.98,98.38,2,3090.06,9.29,Running,0,1,0,17,1,SLA_Violation
16.12,42.64,0,295.75,0.22,Running,0,1,0,0,0,Normal
31.68,44.45,0,340.07,0.06,Running,0,1,0,1,0,Normal
1.81,95.87,6,4696.65,22.81,Unknown,4,0,0,92,1,Failed
37.66,24.6,0,455.62,0.0,Running,0,1,0,1,0,Normal
24.02,38.7,0,346.75,0.45,Running,0,1,0,0,0,Normal
71.54,78.28,3,1430.68,4.89,Running,0,1,1,15,0,Warning
38.39,43.73,0,222.71,0.46,Running,0,1,0,2,0,Normal
83.2,82.97,3,2680.08,5.92,Running,0,1,1,18,0,SLA_Violation
36.55,24.3,2,437.52,0.05,Running,0,1,0,1,0,Normal
73.75,81.33,1,1328.81,4.35,Running,0,1,0,6,0,Warning
17.71,49.52,0,301.13,0.2,Running,0,1,0,2,0,Normal
27.01,43.09,0,253.24,0.13,Running,0,1,0,2,0,Normal
83.67,82.12,2,3410.27,5.87,Running,0,0,0,11,1,SLA_Violation
38.32,37.09,0,221.24,0.5,Running,0,1,0,3,0,Normal
78.27,73.49,2,1857.93,4.52,Pending,1,1,0,14,0,Warning
90.51,85.7,3,2000.0,5.77,Running,0,0,1,25,0,SLA_Violation
73.57,79.37,3,848.53,3.49,Running,0,1,0,13,0,Warning
73.26,72.78,3,1887.38,3.92,Running,0,1,0,13,0,Warning
82.48,73.27,3,1781.24,5.14,Running,0,1,0,4,0,Warning
43.12,24.08,0,279.71,0.33,Running,0,1,0,3,0,Normal
87.94,91.43,2,2080.55,7.14,Running,0,0,0,25,0,SLA_Violation
78.0,95.21,4,2243.81,7.11,Running,0,0,1,40,1,SLA_Violation
26.9,46.46,0,73.0,0.49,Running,0,1,0,0,0,Normal
28.94,30.46,0,438.1,0.06,Running,0,1,0,3,0,Normal
6.78,100.0,5,0.0,17.67,Failed,2,0,0,38,1,Failed
40.96,39.25,1,176.41,0.23,Running,0,1,0,0,0,Normal
33.86,43.38,0,245.66,0.0,Running,0,1,0,0,0,Normal
35.23,22.8,0,138.61,0.0,Running,0,1,0,2,0,Normal
89.88,88.64,2,2387.17,9.78,Pending,1,0,0,36,0,SLA_Violation
36.37,51.16,0,188.58,0.48,Running,0,1,0,1,0,Normal
13.83,32.71,0,280.11,0.81,Running,0,1,0,2,0,Normal
85.27,91.12,5,2851.72,11.31,Pending,1,1,1,28,0,SLA_Violation
26.85,25.59,1,319.69,0.1,Running,0,1,0,1,0,Normal
93.89,86.58,3,2217.21,6.06,Running,0,1,0,23,0,SLA_Violation
37.18,33.42,0,248.67,1.33,Running,0,1,0,1,0,Normal
92.43,97.61,3,0.0,29.8,CrashLoopBackOff,3,0,1,22,1,Failed
19.45,43.23,0,222.99,0.85,Running,0,1,0,0,0,Normal
91.63,92.31,3,2625.66,6.54,Running,0,0,1,25,1,SLA_Violation
24.24,49.71,0,244.04,0.0,Running,0,1,0,3,0,Normal
36.65,27.04,1,223.99,0.0,Running,0,1,0,0,0,Normal
68.14,74.34,2,1572.93,4.45,Running,0,1,0,7,0,Warning
35.27,33.09,0,284.14,0.76,Running,0,1,0,0,0,Normal
5.63,93.12,5,0.0,10.55,Pending,1,0,1,79,1,Failed
77.33,79.62,1,1673.21,3.37,Running,0,1,0,10,0,Warning
44.07,30.16,1,376.42,0.48,Running,0,1,0,0,0,Normal
67.13,79.74,1,1622.89,3.86,Running,0,1,0,15,0,Warning
30.81,34.62,0,491.07,1.09,Running,0,1,0,1,0,Normal
37.23,36.12,0,380.57,0.76,Running,0,1,0,0,0,Normal
30.26,31.96,0,293.53,0.0,Running,0,1,0,3,0,Normal
73.68,71.09,1,1977.8,3.52,Running,0,1,0,15,0,Warning
18.11,34.5,0,216.31,0.74,Running,0,1,0,3,0,Normal
86.75,92.79,3,2104.56,7.07,Running,0,1,0,38,0,SLA_Violation
16.35,42.01,0,341.51,0.75,Running,0,1,0,1,0,Normal
30.02,39.15,0,428.35,0.36,Running,0,1,0,1,0,Normal
73.11,66.31,3,1239.52,3.6,Running,0,1,0,3,0,Warning
41.04,32.44,0,281.13,0.3,Running,0,1,0,3,0,Normal
24.65,37.95,0,180.22,1.14,Running,0,1,0,2,0,Normal
66.68,80.78,2,1119.0,4.17,Running,0,1,0,11,1,Warning
36.72,38.84,1,220.45,0.62,Running,0,1,0,3,0,Normal
78.0,86.74,2,3014.71,8.59,Running,0,1,0,23,1,SLA_Violation
30.15,25.25,0,351.65,0.51,Running,0,1,0,1,0,Normal
8.91,94.9,3,6202.45,14.05,Failed,2,0,1,25,1,Failed
78.0,89.4,3,2645.78,5.0,Running,0,1,1,32,1,SLA_Violation
20.22,62.55,0,275.55,0.87,Running,0,1,0,0,0,Normal
66.79,65.0,1,1448.92,3.23,Running,0,1,0,4,0,Warning
68.8,74.08,1,1579.28,3.35,Running,0,1,0,10,0,Warning
17.36,39.86,0,144.05,0.0,Running,0,1,0,1,0,Normal
89.44,90.54,3,2471.3,5.0,Running,0,0,1,12,0,SLA_Violation
66.34,72.9,2,1021.23,2.76,Running,0,1,0,12,0,Warning
88.91,95.14,4,2290.28,8.51,Running,0,0,1,11,0,SLA_Violation
90.0,91.78,3,5307.35,22.52,CrashLoopBackOff,3,0,0,66,0,Failed
82.56,68.0,1,1688.28,3.22,Running,0,1,1,6,0,Warning
70.73,73.53,2,1246.3,3.49,Running,0,0,0,15,0,Warning
29.37,37.41,0,306.76,0.9,Running,0,1,0,2,0,Normal
79.39,66.6,1,1760.63,2.31,Running,0,1,0,11,0,Warning
35.88,41.2,0,147.09,0.55,Running,0,1,0,2,0,Normal
25.32,27.41,0,408.07,0.17,Running,0,1,0,0,0,Normal
21.94,35.76,1,354.85,0.43,Running,0,1,0,0,0,Normal
41.66,40.31,1,125.74,0.24,Running,0,1,0,2,0,Normal
93.31,88.0,4,7549.01,30.31,Failed,2,0,0,46,1,Failed
73.19,84.45,1,2200.0,4.37,Pending,1,1,0,8,0,Warning
90.69,88.65,2,2429.24,6.05,Running,0,1,1,36,1,SLA_Violation
65.39,69.5,1,1094.83,3.42,Running,0,1,0,12,0,Warning
60.0,76.53,2,1489.1,3.65,Running,0,1,0,7,0,Warning
24.78,65.77,0,408.81,0.0,Running,0,1,0,2,0,Normal
86.4,84.96,2,2000.0,5.0,Running,0,1,0,39,0,SLA_Violation
75.46,69.55,1,1790.35,4.49,Running,0,1,1,15,0,Warning
43.74,26.48,0,338.03,0.82,Running,0,1,0,2,0,Normal
68.21,68.83,1,1982.86,3.73,Running,0,1,0,13,0,Warning
36.36,26.78,0,202.46,0.22,Running,0,1,0,1,0,Normal
71.01,66.49,1,1497.05,1.81,Running,0,0,0,10,1,Warning
18.8,41.71,2,348.3,0.3,Running,0,1,0,2,0,Normal
63.86,66.78,1,1388.02,4.14,Pending,1,0,0,12,0,Warning
90.57,85.52,4,2000.0,7.54,Unknown,4,1,0,25,1,SLA_Violation
21.76,29.82,0,406.02,0.91,Running,0,1,0,2,0,Normal
31.58,22.28,0,316.91,1.03,Running,0,1,0,1,0,Normal
26.24,48.51,0,403.42,1.33,Running,0,1,0,0,0,Normal
74.44,79.7,1,1924.26,3.95,Running,0,1,0,6,0,Warning
67.99,71.41,1,1571.57,2.21,Running,0,1,0,6,0,Warning
70.85,83.77,2,842.62,5.03,Running,0,1,0,14,1,Warning
41.22,30.4,0,343.47,0.5,Running,0,1,0,2,0,Normal
42.3,44.83,0,187.99,0.79,Running,0,1,0,3,0,Normal
83.77,88.41,2,2135.91,10.5,Pending,1,1,1,35,0,SLA_Violation
40.4,27.6,0,193.23,0.31,Running,0,1,0,3,0,Normal
87.61,89.2,3,3126.57,8.58,Pending,1,0,0,19,0,SLA_Violation
90.82,89.63,5,2000.0,6.61,Running,0,0,1,12,0,SLA_Violation
80.48,74.59,1,1650.93,3.18,Running,0,1,0,5,0,Warning
78.82,87.38,3,2654.52,5.69,Running,0,0,0,28,0,SLA_Violation
70.11,67.48,1,1835.77,3.21,Running,0,1,0,13,0,Warning
44.53,50.29,0,293.52,0.0,Running,0,1,0,2,0,Normal
9.14,20.28,0,190.09,1.19,Running,0,1,0,1,0,Normal
31.16,38.9,0,122.37,0.0,Running,0,1,0,3,0,Normal
97.66,94.41,6,5564.84,41.36,CrashLoopBackOff,3,0,1,100,1,Failed
5.35,95.77,5,0.0,10.0,Failed,2,0,0,94,0,Failed
36.83,33.85,1,345.34,0.17,Running,0,1,0,1,0,Normal
29.51,42.11,0,549.03,0.9,Running,0,1,0,2,0,Normal
21.52,30.76,1,263.73,0.0,Running,0,1,0,2,0,Normal
26.7,42.33,0,198.06,1.02,Running,0,1,0,0,0,Normal
75.9,69.13,2,1457.54,5.1,Running,0,1,0,11,0,Warning
37.34,35.09,0,280.99,0.54,Running,0,1,0,2,0,Normal
24.88,13.95,0,463.37,0.58,Running,0,1,0,2,0,Normal
33.98,34.42,0,241.19,0.41,Running,0,1,0,1,0,Normal
14.01,57.77,0,201.24,0.0,Running,0,1,0,2,0,Normal
82.36,94.44,3,2507.25,5.0,Unknown,4,1,0,26,0,SLA_Violation
42.54,42.31,1,343.07,0.86,Running,0,1,0,0,0,Normal
53.94,56.85,1,245.06,1.31,Running,0,1,0,0,0,Normal
87.3,90.5,5,2000.0,6.66,Running,0,1,0,36,0,SLA_Violation
9.14,99.28,10,3000.0,24.78,Failed,2,0,1,35,0,Failed
91.73,87.07,2,2864.53,7.7,Running,0,1,0,12,0,SLA_Violation
87.05,86.64,2,2000.0,5.0,Running,0,1,0,16,0,SLA_Violation
89.26,88.1,3,2430.74,6.15,Running,0,1,0,12,0,SLA_Violation
26.95,45.47,0,273.18,0.0,Running,0,1,0,0,0,Normal
97.23,95.13,10,6607.58,24.79,CrashLoopBackOff,3,0,0,55,1,Failed
32.89,23.21,0,282.43,0.8,Running,0,1,0,1,0,Normal
60.0,76.61,1,1530.24,3.54,Running,0,1,0,14,0,Warning
40.37,38.34,1,418.25,0.0,Running,0,1,0,0,0,Normal
95.41,90.72,4,5956.3,48.25,Unknown,4,0,1,95,0,Failed
71.86,79.04,1,1525.36,2.79,Running,0,0,0,11,0,Warning
11.79,27.94,2,188.64,1.35,Running,0,1,0,0,0,Normal
28.85,31.54,0,371.13,0.0,Running,0,1,0,3,0,Normal
80.4,88.34,4,3014.38,8.0,Running,0,1,0,13,0,SLA_Violation
32.48,35.78,0,332.02,0.6,Running,0,1,0,3,0,Normal
19.7,35.46,0,214.1,0.54,Running,0,1,0,3,0,Normal
25.19,60.39,0,296.81,0.0,Running,0,1,0,3,0,Normal
94.6,100.0,3,0.0,10.0,CrashLoopBackOff,3,0,1,86,1,Failed
38.17,21.19,0,265.11,0.37,Running,0,1,0,3,0,Normal
71.44,80.51,3,1294.91,3.23,Running,0,0,0,8,1,Warning
29.86,36.5,0,307.83,0.72,Running,0,1,0,3,0,Normal
38.44,38.93,0,336.29,0.0,Running,0,1,0,3,0,Normal
30.5,39.8,0,358.32,0.15,Running,0,1,0,2,0,Normal
81.05,85.13,4,2768.21,9.07,Unknown,4,1,1,40,0,SLA_Violation
25.93,44.08,0,309.88,0.44,Running,0,1,0,3,0,Normal
27.89,42.47,0,326.05,1.64,Running,0,1,0,3,0,Normal
21.48,40.18,1,257.66,0.07,Running,0,1,0,0,0,Normal
29.89,36.37,0,533.45,0.41,Running,0,1,0,0,0,Normal
18.7,37.73,0,134.03,0.45,Running,0,1,0,1,0,Normal
30.16,42.95,0,377.89,0.25,Running,0,1,0,1,0,Normal
28.49,27.34,0,209.75,0.65,Running,0,1,0,0,0,Normal
61.81,71.68,2,1201.45,4.05,Running,0,1,0,10,0,Warning
48.01,21.98,0,151.76,0.44,Running,0,1,0,0,0,Normal
95.05,93.21,5,0.0,28.68,CrashLoopBackOff,3,0,1,68,1,Failed
40.4,15.45,0,270.48,0.61,Running,0,1,0,2,0,Normal
92.25,92.46,5,4958.71,30.56,CrashLoopBackOff,3,0,1,92,1,Failed
67.27,65.0,2,1371.4,4.53,Running,0,1,0,11,0,Warning
26.63,26.54,0,374.05,0.33,Running,0,1,0,3,0,Normal
67.92,76.2,1,1731.23,5.88,Pending,1,1,0,3,0,Warning
38.27,46.6,0,259.52,0.0,Running,0,1,0,0,0,Normal
85.37,88.54,4,2000.0,6.65,Running,0,1,1,23,0,SLA_Violation
75.19,77.88,1,1651.29,3.79,Running,0,1,1,4,1,Warning
24.93,29.86,0,204.08,1.39,Running,0,1,0,2,0,Normal
30.13,32.75,0,225.7,1.97,Running,0,1,0,3,0,Normal
63.41,71.57,3,1624.75,4.1,Running,0,1,0,8,0,Warning
39.58,53.08,0,340.49,0.0,Running,0,1,0,3,0,Normal
27.43,38.08,0,465.46,0.0,Running,0,1,0,2,0,Normal
42.03,36.8,0,367.03,0.45,Running,0,1,0,2,0,Normal
21.58,42.51,0,352.35,0.99,Running,0,1,0,3,0,Normal
29.87,29.0,0,175.3,0.91,Running,0,1,0,0,0,Normal
87.54,83.17,3,2230.71,6.07,Running,0,1,1,22,1,SLA_Violation
60.14,68.46,3,1159.85,3.09,Running,0,1,0,7,0,Warning
80.57,80.0,3,3511.3,9.51,Running,0,0,1,19,0,SLA_Violation
22.21,37.72,0,333.4,1.1,Running,0,1,0,2,0,Normal
21.81,45.92,0,256.17,0.0,Running,0,1,0,3,0,Normal
77.79,85.33,2,2200.0,2.3,Pending,1,1,0,5,0,Warning
36.99,30.9,1,362.67,0.0,Running,0,1,0,3,0,Normal
17.37,27.24,0,306.32,0.18,Running,0,1,0,3,0,Normal
10.13,97.4,3,6618.79,29.16,CrashLoopBackOff,3,0,0,58,1,Failed
17.83,48.63,1,251.59,0.96,Running,0,1,0,0,0,Normal
84.59,78.65,2,1051.15,2.58,Running,0,1,0,13,0,Warning
43.23,33.31,0,306.37,0.88,Running,0,1,0,1,0,Normal
36.96,37.79,0,283.31,0.34,Running,0,1,0,2,0,Normal
38.58,40.54,0,279.42,1.04,Running,0,1,0,3,0,Normal
28.71,26.48,1,239.28,0.01,Running,0,1,0,1,0,Normal
27.28,47.34,0,235.59,0.59,Running,0,1,0,2,0,Normal
81.06,86.7,3,2000.0,6.56,Running,0,0,0,33,0,SLA_Violation
