cpu_percent,memory_percent,requests_per_sec,current_replicas,response_time_ms,queue_depth,scale_action
70.0,77.98,784.0,1,1500.0,237,scale_up
87.69,78.61,884.17,5,2999.93,492,scale_up
17.6,27.78,91.43,10,174.6,11,scale_down
8.07,6.88,61.23,9,129.99,5,scale_down
69.25,42.87,298.57,4,426.15,43,no_change
44.84,35.86,214.85,5,592.08,58,no_change
80.75,100.0,925.38,1,2633.86,362,scale_up
84.22,80.85,735.56,3,3249.75,492,scale_up
14.13,15.17,27.38,6,166.77,5,scale_down
71.32,66.3,224.37,2,482.86,78,no_change
93.72,96.81,778.25,1,2682.65,119,scale_up
28.01,37.35,199.04,5,661.83,34,no_change
83.75,81.9,982.87,5,1938.73,477,scale_up
85.66,69.3,974.57,2,2638.57,276,scale_up
55.43,51.8,249.09,5,390.67,65,no_change
87.14,86.05,1102.91,3,2042.58,345,scale_up
86.89,88.92,971.68,2,1951.01,266,scale_up
12.77,15.8,22.94,6,223.58,19,scale_down
50.94,48.89,324.77,4,608.06,52,no_change
83.45,73.91,1034.79,3,1971.89,181,scale_up
7.56,19.36,114.73,5,108.92,2,scale_down
89.97,78.03,836.72,1,2568.87,110,scale_up
72.96,72.83,936.2,3,2238.98,294,scale_up
16.69,25.69,23.31,7,202.75,3,scale_down
62.3,53.57,346.81,4,774.75,18,no_change
80.84,85.29,1061.65,5,2456.25,440,scale_up
46.66,75.0,323.08,4,809.79,36,no_change
82.05,88.54,718.04,2,2329.35,290,scale_up
10.15,35.21,43.37,6,94.6,19,scale_down
15.76,24.3,49.2,4,109.33,14,scale_down
92.26,90.07,552.81,2,1849.19,467,scale_up
83.88,75.75,878.89,2,2935.79,125,scale_up
82.33,92.61,579.75,3,2382.33,407,scale_up
80.84,83.82,536.48,2,1685.84,341,scale_up
88.33,74.96,751.53,4,2934.51,455,scale_up
16.1,27.21,27.22,9,82.94,10,scale_down
48.79,27.64,230.14,3,635.66,75,no_change
84.22,82.68,890.05,2,1721.71,164,scale_up
7.46,2.57,38.88,3,186.84,13,scale_down
72.37,52.86,437.32,4,657.57,46,no_change
51.61,40.83,100.0,2,783.48,44,no_change
49.2,70.82,205.04,3,964.32,42,no_change
83.26,74.46,767.82,5,2268.18,131,scale_up
14.44,15.88,1.0,5,109.78,11,scale_down
66.12,36.8,128.31,6,441.68,61,no_change
48.67,38.61,272.02,6,480.23,29,no_change
65.15,57.36,521.8,5,542.74,7,no_change
45.73,67.75,339.1,3,458.77,51,no_change
58.35,55.95,120.62,5,502.3,32,no_change
16.52,31.57,70.94,3,121.8,11,scale_down
9.33,26.38,1.0,5,109.62,4,scale_down
26.27,22.37,27.24,6,89.9,2,scale_down
62.6,51.17,278.13,5,656.1,52,no_change
52.47,51.32,167.58,2,446.04,15,no_change
20.99,24.47,61.46,5,120.67,20,scale_down
61.48,44.44,430.15,2,487.98,32,no_change
42.12,47.73,384.73,2,594.74,41,no_change
50.57,44.13,326.81,5,589.39,66,no_change
38.24,51.91,315.08,5,952.47,74,no_change
10.11,13.28,58.37,9,100.36,6,scale_down
33.9,28.45,222.54,2,487.52,35,no_change
30.75,46.25,100.0,6,673.76,80,no_change
10.55,16.72,67.61,3,168.59,16,scale_down
80.59,83.61,1032.33,3,1795.13,177,scale_up
21.03,11.1,85.26,4,114.4,5,scale_down
38.75,67.24,372.16,3,498.14,54,no_change
51.91,39.35,140.73,4,628.39,62,no_change
44.65,35.81,430.47,4,463.2,29,no_change
52.16,66.2,274.39,5,489.87,54,no_change
87.08,83.65,931.48,3,2948.48,220,scale_up
81.8,81.57,609.61,3,2466.55,246,scale_up
86.29,78.57,707.29,2,2060.63,128,scale_up
86.65,72.27,753.93,2,2206.67,451,scale_up
74.22,71.59,701.0,4,2827.29,475,scale_up
79.18,79.55,643.92,3,1889.44,459,scale_up
28.38,60.05,167.45,6,736.05,77,no_change
57.02,48.87,394.0,5,1065.48,20,no_change
88.34,71.04,1023.35,1,2274.44,279,scale_up
99.78,75.95,992.29,4,2199.94,72,scale_up
75.0,45.78,600.0,5,665.97,77,no_change
21.78,33.6,26.37,6,198.45,19,scale_down
12.66,21.21,52.49,8,178.62,2,scale_down
88.71,75.4,818.73,4,1500.0,386,scale_up
64.85,75.0,319.06,3,359.1,71,no_change
61.14,38.54,318.23,6,702.83,23,no_change
88.83,88.65,821.96,2,2269.34,348,scale_up
20.89,19.43,29.36,9,172.6,0,scale_down
77.1,79.35,593.33,2,1978.07,298,scale_up
10.89,12.13,83.02,10,200.9,3,scale_down
69.71,47.18,256.64,3,720.54,58,no_change
51.93,51.85,100.0,2,713.48,51,no_change
19.99,19.96,74.48,8,180.09,20,scale_down
39.55,46.7,199.22,5,819.34,27,no_change
91.84,73.49,892.83,1,2311.44,401,scale_up
9.51,20.99,75.75,7,197.0,2,scale_down
100.0,80.75,764.33,3,2424.86,136,scale_up
13.54,15.32,22.23,3,50.0,17,scale_down
61.02,25.43,212.01,6,643.87,54,no_change
45.18,75.0,149.08,6,935.81,13,no_change
94.66,87.27,1015.9,1,2361.84,285,scale_up
73.08,84.12,577.9,5,1988.66,431,scale_up
84.45,72.71,941.91,2,2114.5,410,scale_up
18.27,19.92,53.79,6,105.66,13,scale_down
5.61,18.77,21.02,8,219.68,17,scale_down
29.35,75.0,330.2,4,610.4,38,no_change
41.9,59.85,279.57,4,645.07,31,no_change
62.63,60.04,423.99,5,680.68,22,no_change
35.73,20.0,321.1,3,633.82,27,no_change
30.41,19.07,61.23,10,188.86,15,scale_down
57.7,62.66,218.18,3,453.55,76,no_change
45.79,20.0,296.04,3,501.06,14,no_change
54.83,46.02,198.46,2,796.63,69,no_change
85.58,86.9,827.53,3,2385.6,169,scale_up
4.11,30.22,76.36,7,149.06,7,scale_down
87.02,88.02,744.2,5,1566.77,290,scale_up
12.17,21.22,49.03,10,215.88,10,scale_down
35.6,37.5,194.2,5,664.31,70,no_change
27.11,61.16,206.71,4,484.03,27,no_change
97.39,89.86,817.88,1,1675.58,334,scale_up
75.0,47.06,324.76,2,736.79,13,no_change
20.56,40.4,293.19,5,619.61,40,no_change
4.57,22.61,51.01,4,233.37,7,scale_down
92.0,77.85,770.59,2,2605.8,247,scale_up
17.27,9.03,112.81,10,100.51,9,scale_down
34.83,23.42,30.94,6,50.0,1,scale_down
90.44,67.6,853.59,2,2973.45,104,scale_up
77.04,85.9,678.26,4,2653.26,320,scale_up
85.46,79.85,981.09,1,2450.12,207,scale_up
79.37,94.3,569.63,2,2310.28,494,scale_up
79.24,68.1,629.87,3,2180.3,319,scale_up
17.8,28.47,94.28,4,163.88,2,scale_down
11.45,28.31,31.56,5,70.22,0,scale_down
22.51,30.59,25.35,3,248.04,8,scale_down
89.08,83.47,722.5,3,2606.92,116,scale_up
27.13,44.9,226.68,3,403.66,55,no_change
91.04,82.73,920.7,5,2088.68,102,scale_up
91.9,80.62,729.18,3,1944.44,165,scale_up
71.12,89.31,957.64,1,3370.95,59,scale_up
44.98,40.0,129.86,2,743.99,63,no_change
60.95,73.28,208.34,3,707.45,46,no_change
81.35,90.75,880.43,4,1577.72,494,scale_up
48.03,20.78,183.67,3,434.58,29,no_change
9.87,17.9,54.94,3,155.73,2,scale_down
84.83,82.66,612.53,4,2229.27,66,scale_up
95.04,78.67,874.2,5,2360.65,384,scale_up
62.93,54.31,384.54,2,676.09,44,no_change
89.6,83.54,648.98,3,1731.69,248,scale_up
44.7,73.27,282.83,2,646.43,35,no_change
20.49,52.91,308.59,2,200.0,64,no_change
17.33,6.79,28.24,10,199.72,5,scale_down
86.1,76.41,719.89,3,2032.8,236,scale_up
86.13,70.39,968.66,5,1740.97,332,scale_up
72.91,87.93,734.46,2,2228.18,403,scale_up
59.82,39.21,313.71,4,697.23,34,no_change
96.5,75.91,730.56,2,2425.33,235,scale_up
86.46,78.9,1038.9,4,1527.03,413,scale_up
75.05,66.63,980.25,2,2405.89,216,scale_up
29.44,48.15,297.23,2,268.62,44,no_change
52.82,32.34,370.67,6,427.96,39,no_change
16.75,30.36,79.24,4,175.36,15,scale_down
84.43,68.0,734.14,3,2109.6,390,scale_up
82.92,67.73,865.17,3,1727.63,101,scale_up
95.82,81.18,946.89,2,2583.44,65,scale_up
31.62,21.46,38.3,10,131.46,6,scale_down
95.47,69.44,668.28,5,2294.8,477,scale_up
47.71,64.51,166.13,3,589.96,42,no_change
47.19,33.92,387.87,5,586.23,44,no_change
84.06,73.4,744.52,2,1791.35,223,scale_up
21.91,28.26,100.4,9,171.7,13,scale_down
82.63,76.25,873.6,2,2280.35,338,scale_up
83.78,77.9,975.68,4,2027.26,165,scale_up
70.2,52.73,263.21,6,482.21,51,no_change
13.76,24.03,38.69,6,192.52,7,scale_down
43.6,48.13,171.33,6,683.92,45,no_change
45.99,73.68,370.48,2,612.67,6,no_change
93.58,83.24,951.24,5,1855.05,202,scale_up
88.23,84.02,568.29,2,2802.65,399,scale_up
5.72,9.61,1.0,8,173.69,1,scale_down
73.5,75.86,925.68,3,2276.82,270,scale_up
10.01,7.27,46.77,4,192.76,8,scale_down
20.61,34.29,30.4,3,84.15,0,scale_down
87.17,81.69,799.27,3,1901.44,443,scale_up
20.0,34.9,355.71,4,642.59,51,no_change
22.72,22.76,72.08,7,188.24,12,scale_down
50.31,50.41,100.0,4,501.51,25,no_change
80.71,79.13,660.45,5,2575.03,104,scale_up
36.78,66.54,203.88,6,509.43,7,no_change
80.24,76.03,976.8,2,2069.17,51,scale_up
82.89,74.07,761.03,3,2286.58,103,scale_up
46.77,47.75,401.6,6,641.05,5,no_change
5.79,19.32,33.85,3,176.05,19,scale_down
85.72,89.04,688.99,4,2123.03,442,scale_up
77.55,79.67,569.51,4,2328.59,225,scale_up
84.61,81.24,918.22,5,2289.92,132,scale_up
4.79,15.55,47.59,10,133.6,15,scale_down
46.91,74.32,310.04,2,657.34,40,no_change
1.0,25.97,135.56,9,217.28,20,scale_down
81.92,98.25,804.12,2,2322.62,394,scale_up
45.99,45.6,100.0,6,718.12,41,no_change
45.55,47.18,327.33,6,537.81,60,no_change
86.85,89.62,860.72,5,2138.6,500,scale_up
48.15,53.01,216.78,6,631.18,68,no_change
60.27,51.31,257.59,3,556.93,6,no_change
89.57,71.2,677.53,1,1557.24,181,scale_up
50.51,62.93,433.15,6,832.3,67,no_change
80.17,82.0,739.65,1,2859.06,474,scale_up
94.12,81.34,707.1,3,1500.0,166,scale_up
74.96,65.18,583.07,4,2951.54,435,scale_up
75.93,71.51,661.92,3,3239.42,199,scale_up
49.06,64.91,317.54,5,302.34,19,no_change
72.99,56.02,287.83,6,864.02,61,no_change
44.8,47.83,265.49,4,761.44,32,no_change
90.7,82.23,642.23,3,2051.91,236,scale_up
6.58,29.28,2.76,8,229.72,0,scale_down
69.31,36.22,258.35,2,493.14,11,no_change
88.01,91.3,977.84,5,2026.83,59,scale_up
68.82,67.58,281.12,6,598.58,49,no_change
95.79,88.47,983.72,2,3234.15,211,scale_up
19.38,22.61,90.74,7,249.39,4,scale_down
40.83,46.97,198.14,3,651.41,80,no_change
91.22,72.41,970.07,4,2018.67,372,scale_up
81.26,89.04,706.23,5,1638.6,62,scale_up
20.95,18.95,85.94,5,191.65,8,scale_down
72.76,90.52,1084.96,5,2613.44,109,scale_up
92.52,78.02,728.5,4,2284.98,390,scale_up
91.44,87.16,734.33,1,1984.34,127,scale_up
27.65,59.7,261.02,5,554.84,5,no_change
28.82,24.79,59.69,4,191.51,15,scale_down
94.94,67.06,715.16,4,2107.15,56,scale_up
78.15,77.88,567.33,3,2568.87,136,scale_up
81.38,81.61,807.7,2,2422.97,388,scale_up
20.0,56.75,272.49,3,661.03,37,no_change
32.31,56.21,429.85,5,628.46,58,no_change
79.98,74.61,886.44,2,2427.86,329,scale_up
87.5,79.7,830.44,5,2174.04,227,scale_up
82.33,86.06,846.52,1,2716.22,301,scale_up
23.93,22.22,67.86,3,102.14,3,scale_down
14.38,22.74,2.52,10,171.47,19,scale_down
78.29,73.2,720.58,5,2187.8,187,scale_up
4.38,26.85,55.32,4,246.25,14,scale_down
87.1,84.57,671.92,2,1727.28,158,scale_up
59.29,33.6,364.18,6,855.98,56,no_change
64.19,58.56,326.95,2,542.41,8,no_change
48.28,41.52,168.46,6,605.31,25,no_change
66.62,30.67,439.85,5,782.58,50,no_change
18.18,23.24,44.41,4,152.1,4,scale_down
43.05,50.47,313.98,5,882.19,41,no_change
19.52,18.32,47.03,9,114.34,15,scale_down
10.61,27.29,35.18,10,119.12,17,scale_down
41.11,39.06,412.72,5,621.41,26,no_change
83.02,80.23,832.59,1,1901.08,334,scale_up
75.27,90.71,948.2,3,2351.12,79,scale_up
63.79,75.0,246.46,2,431.99,44,no_change
89.63,68.27,805.7,5,2080.63,347,scale_up
20.39,16.14,85.99,8,112.66,14,scale_down
60.59,40.0,354.85,6,447.8,79,no_change
49.64,69.83,311.5,6,777.46,60,no_change
84.82,75.96,825.8,2,2447.36,316,scale_up
71.66,84.18,659.02,3,1724.62,441,scale_up
58.08,70.08,321.64,4,396.69,35,no_change
9.64,16.65,55.88,5,146.41,10,scale_down
57.43,65.0,334.47,3,734.71,6,no_change
83.11,100.0,882.98,5,2473.62,439,scale_up
29.06,20.71,30.63,4,215.32,17,scale_down
70.48,52.3,475.96,2,587.51,77,no_change
63.98,72.73,309.83,6,668.52,9,no_change
65.39,44.51,218.58,3,799.95,72,no_change
54.6,42.42,309.41,6,676.28,10,no_change
26.46,60.74,340.84,4,848.26,29,no_change
83.47,91.02,793.3,4,2255.67,300,scale_up
86.97,96.75,614.08,1,2398.03,425,scale_up
50.63,49.57,358.3,3,765.9,11,no_change
88.72,89.88,762.36,5,2180.58,198,scale_up
77.99,95.86,771.99,4,2081.11,376,scale_up
19.85,28.86,29.24,9,209.33,18,scale_down
82.88,91.44,718.86,1,2494.18,347,scale_up
50.64,33.1,158.4,2,488.56,7,no_change
91.95,65.0,850.09,4,2298.76,101,scale_up
1.54,13.62,26.04,3,152.63,19,scale_down
26.73,28.6,39.19,10,108.53,9,scale_down
26.62,44.32,210.12,4,594.58,49,no_change
50.03,42.87,254.54,4,495.93,8,no_change
42.31,71.54,351.78,6,679.7,19,no_change
65.18,63.85,442.48,3,688.26,70,no_change
16.64,15.27,25.28,9,194.11,15,scale_down
84.22,69.12,486.05,3,3059.05,175,scale_up
78.1,74.51,984.21,3,1716.57,431,scale_up
57.97,75.0,511.38,5,532.88,68,no_change
14.9,16.83,49.46,8,214.91,19,scale_down
29.01,59.72,280.45,6,805.28,25,no_change
25.52,16.74,46.68,5,194.64,13,scale_down
91.88,65.0,933.43,4,2858.59,161,scale_up
86.79,87.6,991.81,3,2288.64,166,scale_up
21.51,20.1,48.43,3,116.92,6,scale_down
52.6,75.0,209.75,6,692.53,15,no_change
17.57,31.8,99.89,3,103.79,10,scale_down
10.41,15.84,35.47,8,130.08,3,scale_down
55.21,37.23,228.92,4,481.41,13,no_change
57.39,49.04,275.87,4,473.72,29,no_change
73.77,93.05,756.69,4,3284.2,253,scale_up
21.18,34.63,79.8,6,157.93,4,scale_down
41.04,35.35,411.97,6,639.76,61,no_change
19.93,26.52,60.68,4,126.41,20,scale_down
65.19,47.03,309.06,5,707.61,9,no_change
49.12,22.73,404.06,2,788.24,79,no_change
72.18,71.65,1103.58,1,2292.81,131,scale_up
50.05,43.6,196.93,3,570.84,35,no_change
22.8,19.87,68.31,6,238.29,14,scale_down
80.94,82.42,950.66,2,1826.84,286,scale_up
86.25,94.98,748.96,1,2627.34,84,scale_up
84.01,94.4,553.18,1,2225.98,319,scale_up
27.82,39.49,229.32,3,559.96,41,no_change
76.68,79.43,869.07,3,1587.24,490,scale_up
40.48,75.0,332.92,2,327.34,60,no_change
28.99,53.39,310.07,3,511.88,57,no_change
100.0,100.0,760.34,1,2549.18,429,scale_up
63.85,65.84,235.99,5,890.92,53,no_change
48.97,56.33,300.2,3,579.05,8,no_change
17.23,10.51,1.0,7,139.33,14,scale_down
7.96,24.38,63.01,6,150.67,11,scale_down
95.37,79.95,581.28,3,2110.54,472,scale_up
67.56,21.74,290.6,4,686.32,58,no_change
75.0,68.12,313.26,5,678.11,29,no_change
71.72,71.6,897.64,1,2264.47,448,scale_up
17.31,20.27,49.85,8,155.15,18,scale_down
77.61,78.17,613.38,4,1952.16,168,scale_up
24.57,18.55,67.88,3,155.76,0,scale_down
11.92,11.93,38.0,7,159.16,7,scale_down
19.64,20.98,69.48,3,73.99,3,scale_down
91.07,70.97,947.53,3,2400.96,292,scale_up
1.0,25.9,79.85,4,212.89,12,scale_down
8.85,21.44,70.83,9,186.82,0,scale_down
18.28,16.59,79.64,3,199.69,8,scale_down
47.69,38.25,227.21,6,804.72,9,no_change
64.26,49.7,280.08,3,334.77,41,no_change
84.41,70.47,823.85,4,2674.1,462,scale_up
35.29,53.58,399.78,6,633.04,72,no_change
42.14,50.16,395.72,5,639.39,13,no_change
14.97,29.25,65.45,7,89.85,12,scale_down
89.42,87.6,614.4,5,1500.0,284,scale_up
77.71,79.18,951.47,4,1843.62,477,scale_up
88.89,65.0,827.05,3,2037.3,338,scale_up
99.69,65.0,797.82,1,1500.0,314,scale_up
81.15,66.39,1145.12,4,2057.78,118,scale_up
46.83,49.36,186.77,6,758.29,30,no_change
20.12,27.34,13.46,3,206.77,9,scale_down
92.14,78.14,934.25,2,2309.07,51,scale_up
26.09,47.26,251.85,6,612.81,34,no_change
92.15,66.87,733.46,1,1871.27,385,scale_up
79.55,73.42,810.23,3,2409.27,300,scale_up
17.79,21.49,68.65,5,269.02,15,scale_down
85.95,88.17,944.63,4,2911.12,334,scale_up
58.41,37.34,330.49,3,637.67,34,no_change
62.23,36.9,426.63,5,600.79,21,no_change
62.59,54.65,312.26,3,635.08,67,no_change
60.08,75.0,100.0,6,681.0,18,no_change
15.35,18.58,1.0,8,179.01,11,scale_down
48.13,37.48,304.25,6,556.08,28,no_change
1.06,20.71,67.4,6,122.54,1,scale_down
53.93,51.62,404.55,2,584.45,30,no_change
21.41,17.49,109.02,4,128.16,13,scale_down
80.21,79.2,690.8,2,1700.54,175,scale_up
20.82,1.0,28.47,4,82.91,15,scale_down
52.13,20.0,354.79,5,698.41,56,no_change
73.57,81.52,877.41,5,2576.12,302,scale_up
74.72,67.12,1025.4,1,1871.24,291,scale_up
81.31,85.06,624.62,3,2093.66,321,scale_up
22.13,8.63,35.0,3,93.66,10,scale_down
38.39,67.78,440.51,3,638.68,80,no_change
88.73,84.04,699.15,4,2295.26,324,scale_up
75.93,72.33,786.98,5,1775.61,311,scale_up
30.91,39.32,414.63,5,833.57,33,no_change
49.51,58.73,243.65,6,290.15,47,no_change
36.6,45.37,314.1,6,584.85,33,no_change
45.78,41.38,334.39,2,395.42,76,no_change
62.03,41.2,506.71,3,552.7,62,no_change
42.8,41.56,252.98,6,691.08,17,no_change
84.7,87.9,869.66,5,2212.6,228,scale_up
87.61,89.57,898.5,3,2312.22,175,scale_up
56.34,32.71,557.17,5,679.22,80,no_change
20.02,19.77,1.0,5,136.73,7,scale_down
51.14,37.66,216.84,3,549.11,10,no_change
21.17,30.05,55.13,7,121.63,16,scale_down
12.1,20.8,56.54,4,171.75,10,scale_down
11.49,24.23,63.51,5,130.25,7,scale_down
24.21,36.73,456.76,5,345.96,68,no_change
25.54,6.17,26.81,4,131.26,18,scale_down
97.48,80.21,767.9,4,1825.86,69,scale_up
57.83,42.31,277.1,4,546.25,14,no_change
60.8,61.43,210.96,6,505.91,5,no_change
79.92,81.47,936.0,4,2278.67,103,scale_up
20.0,61.4,165.1,3,492.71,9,no_change
52.98,48.74,387.27,3,508.39,58,no_change
78.23,77.51,946.55,5,2451.87,278,scale_up
85.61,90.61,971.73,3,2515.39,256,scale_up
76.75,86.27,769.65,4,2042.02,328,scale_up
39.76,47.42,237.42,6,625.46,59,no_change
47.41,53.31,355.33,5,555.85,33,no_change
38.94,20.0,377.07,3,611.81,62,no_change
13.59,29.38,11.34,9,152.81,0,scale_down
35.54,59.84,100.0,3,720.6,47,no_change
61.44,36.15,306.63,3,464.77,57,no_change
18.42,26.56,19.85,3,85.16,13,scale_down
23.77,35.53,64.83,10,178.42,9,scale_down
82.68,81.44,852.61,4,2126.97,353,scale_up
25.8,21.41,59.17,6,141.9,13,scale_down
14.52,29.75,54.38,6,158.46,7,scale_down
16.46,17.08,7.76,8,228.63,13,scale_down
66.02,68.74,192.75,6,816.74,39,no_change
30.73,28.36,99.43,8,189.89,15,scale_down
8.23,24.06,19.39,10,120.13,16,scale_down
17.53,21.46,63.89,5,60.4,19,scale_down
83.92,84.39,912.26,3,2525.51,308,scale_up
86.76,76.97,875.22,1,2080.11,324,scale_up
63.52,56.41,293.83,6,484.65,29,no_change
23.96,24.47,113.09,7,176.31,17,scale_down
59.15,28.02,331.05,3,552.52,29,no_change
62.4,55.02,398.53,5,919.89,9,no_change
79.41,87.57,902.54,3,2991.72,186,scale_up
89.94,84.81,927.72,2,2568.51,229,scale_up
71.82,37.71,260.77,5,860.29,68,no_change
20.62,48.73,314.96,3,573.46,20,no_change
73.71,57.14,261.27,6,504.84,27,no_change
54.23,67.49,313.84,6,579.84,76,no_change
9.44,22.99,59.56,4,113.79,12,scale_down
65.4,75.0,304.9,2,645.32,34,no_change
6.16,25.9,63.93,9,133.69,6,scale_down
38.85,75.0,338.28,6,462.35,42,no_change
90.99,81.84,808.83,5,2591.42,469,scale_up
20.0,22.89,437.92,2,580.66,43,no_change
82.01,69.3,829.08,3,2326.9,96,scale_up
71.61,55.59,269.72,5,660.85,75,no_change
66.64,63.37,362.14,6,641.19,53,no_change
80.93,71.74,621.35,1,2357.59,57,scale_up
18.99,28.75,66.85,4,202.54,19,scale_down
48.04,61.56,199.85,5,590.97,5,no_change
22.53,50.47,422.48,6,610.53,31,no_change
60.83,54.1,242.96,3,572.0,15,no_change
93.26,85.73,707.36,5,1645.01,205,scale_up
86.45,75.34,773.38,4,1618.23,456,scale_up
23.33,19.22,51.64,7,108.35,5,scale_down
12.78,20.98,31.6,3,139.21,2,scale_down
70.79,23.75,318.46,5,482.18,52,no_change
25.69,18.55,18.59,8,139.22,10,scale_down
17.8,40.0,1.0,9,90.04,6,scale_down
69.58,27.37,300.96,6,527.5,14,no_change
40.39,47.42,266.73,5,758.56,5,no_change
69.92,56.39,276.39,5,638.77,12,no_change
62.08,65.03,337.0,4,829.15,45,no_change
10.07,29.12,71.13,7,119.5,3,scale_down
86.63,82.41,778.7,4,2138.83,53,scale_up
27.13,39.66,276.16,5,514.11,53,no_change
37.17,65.92,289.61,5,925.01,13,no_change
53.34,65.6,279.19,3,500.75,15,no_change
17.1,30.36,47.33,9,172.34,0,scale_down
53.86,48.53,295.32,3,450.23,42,no_change
84.92,85.23,844.36,3,2273.67,242,scale_up
60.88,52.92,301.39,6,710.27,16,no_change
16.09,18.11,64.05,7,148.24,6,scale_down
83.03,81.24,825.06,4,1758.55,493,scale_up
55.0,75.0,202.04,5,524.61,47,no_change
35.0,13.42,88.59,8,138.56,8,scale_down
15.48,18.95,62.77,3,71.01,12,scale_down
16.49,16.77,1.0,7,206.04,5,scale_down
1.0,37.19,68.51,8,81.95,6,scale_down
94.37,74.0,694.28,5,1500.0,329,scale_up
78.95,74.03,922.72,3,2666.88,361,scale_up
31.39,54.06,115.97,5,641.15,80,no_change
32.3,5.76,19.56,3,186.36,17,scale_down
62.68,35.88,447.36,2,477.66,70,no_change
28.39,23.75,88.14,8,168.54,16,scale_down
20.26,25.68,84.34,7,148.36,3,scale_down
78.7,79.37,699.88,1,1959.17,148,scale_up
28.24,24.98,67.3,6,203.63,9,scale_down
19.94,34.94,1.0,7,100.12,10,scale_down
80.1,68.99,816.94,4,2263.97,111,scale_up
75.0,63.56,249.25,3,674.15,62,no_change
22.6,52.13,308.88,3,464.69,25,no_change
46.98,39.61,206.75,6,701.17,31,no_change
65.51,57.65,256.19,6,500.62,42,no_change
82.15,78.24,669.19,1,2621.53,401,scale_up
83.58,86.12,590.01,2,1924.66,190,scale_up
62.89,63.1,179.75,4,645.46,47,no_change
54.94,39.38,335.7,6,362.93,8,no_change
36.1,58.98,302.95,5,612.21,28,no_change
83.77,84.3,887.76,4,2516.6,450,scale_up
51.89,44.17,244.3,6,441.47,67,no_change
82.18,75.15,1040.24,2,1781.22,79,scale_up
23.3,17.86,43.81,6,170.06,13,scale_down
75.07,73.6,613.83,5,2047.9,151,scale_up
7.73,30.54,32.5,4,50.0,20,scale_down
44.98,62.11,463.03,2,565.58,11,no_change
81.38,79.88,862.26,2,1748.45,254,scale_up
13.04,19.6,51.37,10,142.77,12,scale_down
35.96,55.08,295.54,6,592.95,51,no_change
33.76,59.6,205.21,3,842.47,21,no_change
32.31,61.43,109.18,3,261.25,39,no_change
41.68,20.0,372.97,5,596.73,66,no_change
94.81,78.66,836.47,1,2092.72,351,scale_up
8.01,16.75,13.88,8,169.37,10,scale_down
45.38,48.5,582.37,6,539.54,20,no_change
54.71,49.19,415.76,2,635.77,44,no_change
83.1,98.34,671.05,1,2122.46,133,scale_up
22.33,13.45,72.97,7,126.03,9,scale_down
92.02,87.82,786.49,5,1799.81,120,scale_up
11.87,19.88,76.65,10,166.03,12,scale_down
19.3,22.79,75.39,4,139.98,7,scale_down
52.47,50.43,256.2,5,751.76,67,no_change
91.93,89.65,685.45,5,2340.32,316,scale_up
23.74,32.02,4.74,9,149.86,19,scale_down
47.16,73.86,100.0,6,442.9,66,no_change
26.46,16.24,10.96,6,225.6,18,scale_down
28.52,65.33,143.97,4,383.62,20,no_change
16.6,13.21,58.17,6,240.1,10,scale_down
13.76,33.02,59.73,7,197.79,19,scale_down
70.0,85.09,872.41,3,2055.97,454,scale_up
98.27,76.05,558.67,4,2512.78,192,scale_up
75.03,80.61,1000.98,1,2399.39,281,scale_up
83.27,77.19,989.8,3,1712.03,189,scale_up
90.43,97.55,881.52,2,2104.79,295,scale_up
13.72,16.16,30.47,4,155.89,1,scale_down
60.19,74.16,104.35,4,234.14,63,no_change
74.45,50.86,310.95,3,675.19,75,no_change
13.51,35.8,64.75,3,127.62,14,scale_down
82.49,78.85,683.43,1,2875.79,496,scale_up
51.86,32.44,340.52,6,815.86,20,no_change
65.91,38.6,189.09,5,814.1,5,no_change
73.63,82.97,714.72,5,2725.46,136,scale_up
34.18,38.05,361.7,2,719.33,34,no_change
94.52,83.78,852.42,5,2619.65,356,scale_up
29.44,36.81,171.32,2,200.0,7,no_change
21.74,31.44,66.68,8,169.0,17,scale_down
15.68,20.44,100.86,10,227.46,0,scale_down
41.22,66.63,422.94,5,697.56,50,no_change
87.71,82.83,577.7,2,1571.73,344,scale_up
61.75,33.49,161.07,6,288.68,32,no_change
42.86,55.62,345.49,6,727.59,27,no_change
44.13,51.61,384.58,5,669.6,62,no_change
41.23,54.49,101.58,5,600.02,43,no_change
40.72,72.78,202.28,5,617.5,36,no_change
82.0,75.53,856.6,4,2032.72,448,scale_up
29.82,4.2,68.94,9,145.76,5,scale_down
14.6,22.42,79.93,10,163.25,16,scale_down
23.01,20.37,18.98,9,145.54,7,scale_down
67.29,43.84,191.72,6,692.92,55,no_change
87.36,73.83,765.04,5,2127.33,111,scale_up
85.04,85.17,739.22,2,2479.3,122,scale_up
42.0,74.99,468.79,5,471.54,21,no_change
76.42,87.83,838.68,5,2420.67,314,scale_up
9.76,18.94,39.65,3,165.21,19,scale_down
76.28,79.21,611.63,4,1993.77,237,scale_up
48.54,57.61,359.03,4,714.14,77,no_change
3.14,30.11,30.66,3,121.41,10,scale_down
86.88,77.3,854.27,3,2418.96,187,scale_up
38.55,47.24,284.59,3,743.74,37,no_change
43.02,42.37,197.84,4,463.57,41,no_change
75.55,74.38,1039.03,1,2476.36,384,scale_up
25.22,12.4,1.0,5,165.82,1,scale_down
